GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,21800018,110,1627758,Ron Baker,1610612752,New York Knicks,1,3,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-144,215,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,112,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,3,6,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,11,208,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,126,1626209,Mario Hezonja,1610612752,New York Knicks,1,2,14,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-29,48,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,129,202683,Enes Kanter,1610612752,New York Knicks,1,1,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,164,92,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,136,1628995,Kevin Knox II,1610612752,New York Knicks,1,1,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,38,5,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,141,1629019,Allonzo Trier,1610612752,New York Knicks,1,0,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,171,185,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,147,1629019,Allonzo Trier,1610612752,New York Knicks,1,0,5,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,112,171,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,155,1628995,Kevin Knox II,1610612752,New York Knicks,2,11,25,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,106,15,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,162,1626209,Mario Hezonja,1610612752,New York Knicks,2,10,48,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,104,93,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,170,1626209,Mario Hezonja,1610612752,New York Knicks,2,10,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-167,182,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,183,1628995,Kevin Knox II,1610612752,New York Knicks,2,9,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,123,161,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,187,1628995,Kevin Knox II,1610612752,New York Knicks,2,9,5,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-5,136,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,191,1629019,Allonzo Trier,1610612752,New York Knicks,2,8,46,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-55,115,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,194,1628995,Kevin Knox II,1610612752,New York Knicks,2,8,26,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,25,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,198,1628995,Kevin Knox II,1610612752,New York Knicks,2,7,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-146,208,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,217,1628995,Kevin Knox II,1610612752,New York Knicks,2,7,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-18,250,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,223,203504,Trey Burke,1610612752,New York Knicks,2,7,1,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,84,243,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,241,203501,Tim Hardaway Jr.,1610612752,New York Knicks,2,5,52,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-134,3,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,254,202498,Lance Thomas,1610612752,New York Knicks,2,5,10,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,13,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,257,203504,Trey Burke,1610612752,New York Knicks,2,4,38,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-60,177,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,260,203504,Trey Burke,1610612752,New York Knicks,2,4,22,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-9,143,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,262,203504,Trey Burke,1610612752,New York Knicks,2,4,15,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,106,-2,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,266,202683,Enes Kanter,1610612752,New York Knicks,2,3,40,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-25,46,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,270,203501,Tim Hardaway Jr.,1610612752,New York Knicks,2,3,24,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-85,55,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,277,202683,Enes Kanter,1610612752,New York Knicks,2,2,54,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-24,61,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,283,203504,Trey Burke,1610612752,New York Knicks,2,2,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-54,255,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,286,202683,Enes Kanter,1610612752,New York Knicks,2,1,48,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,5,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,291,1628373,Frank Ntilikina,1610612752,New York Knicks,2,0,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-97,232,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,294,203501,Tim Hardaway Jr.,1610612752,New York Knicks,2,0,42,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-125,209,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,296,203501,Tim Hardaway Jr.,1610612752,New York Knicks,2,0,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,65,306,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,298,203504,Trey Burke,1610612752,New York Knicks,2,0,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-109,-1,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,314,202683,Enes Kanter,1610612752,New York Knicks,3,11,28,Missed Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,18,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,318,203501,Tim Hardaway Jr.,1610612752,New York Knicks,3,10,55,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,29,46,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,325,202498,Lance Thomas,1610612752,New York Knicks,3,10,23,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,18,50,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,333,203501,Tim Hardaway Jr.,1610612752,New York Knicks,3,10,2,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,339,1628373,Frank Ntilikina,1610612752,New York Knicks,3,9,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-148,215,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,344,202683,Enes Kanter,1610612752,New York Knicks,3,8,55,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,12,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,346,1628373,Frank Ntilikina,1610612752,New York Knicks,3,8,37,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-67,143,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,349,203504,Trey Burke,1610612752,New York Knicks,3,8,6,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,42,97,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,355,1628373,Frank Ntilikina,1610612752,New York Knicks,3,7,34,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,25,101,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,360,202498,Lance Thomas,1610612752,New York Knicks,3,7,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,109,222,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,362,203501,Tim Hardaway Jr.,1610612752,New York Knicks,3,6,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-175,215,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,366,203504,Trey Burke,1610612752,New York Knicks,3,6,27,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-223,71,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,370,202683,Enes Kanter,1610612752,New York Knicks,3,5,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,11,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,378,203501,Tim Hardaway Jr.,1610612752,New York Knicks,3,5,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,190,152,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,382,202683,Enes Kanter,1610612752,New York Knicks,3,5,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,15,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,391,1628373,Frank Ntilikina,1610612752,New York Knicks,3,4,15,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,21,48,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,404,203501,Tim Hardaway Jr.,1610612752,New York Knicks,3,3,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,-3,211,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,408,203501,Tim Hardaway Jr.,1610612752,New York Knicks,3,3,19,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-41,23,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,418,1628995,Kevin Knox II,1610612752,New York Knicks,3,2,23,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,222,55,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,422,1628373,Frank Ntilikina,1610612752,New York Knicks,3,1,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-2,258,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,430,1628373,Frank Ntilikina,1610612752,New York Knicks,3,1,15,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,37,155,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,435,1627758,Ron Baker,1610612752,New York Knicks,3,0,42,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-3,257,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,452,1629019,Allonzo Trier,1610612752,New York Knicks,3,0,0,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-40,67,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,470,1629019,Allonzo Trier,1610612752,New York Knicks,4,11,15,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,43,191,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,472,203943,Noah Vonleh,1610612752,New York Knicks,4,10,38,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,8,33,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,481,1628995,Kevin Knox II,1610612752,New York Knicks,4,9,53,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,156,154,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,489,1629019,Allonzo Trier,1610612752,New York Knicks,4,9,25,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,-67,138,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,498,1628995,Kevin Knox II,1610612752,New York Knicks,4,9,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,15,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,502,203943,Noah Vonleh,1610612752,New York Knicks,4,8,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-143,165,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,509,1629019,Allonzo Trier,1610612752,New York Knicks,4,8,15,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-29,133,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,511,1627758,Ron Baker,1610612752,New York Knicks,4,8,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,205,125,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,513,1629019,Allonzo Trier,1610612752,New York Knicks,4,8,5,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-32,32,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,516,1628995,Kevin Knox II,1610612752,New York Knicks,4,8,0,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,15,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,518,1628995,Kevin Knox II,1610612752,New York Knicks,4,7,35,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,139,110,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,528,203501,Tim Hardaway Jr.,1610612752,New York Knicks,4,7,1,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,93,118,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,546,203501,Tim Hardaway Jr.,1610612752,New York Knicks,4,6,20,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,4,197,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,550,203501,Tim Hardaway Jr.,1610612752,New York Knicks,4,5,47,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,15,26,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,560,1628373,Frank Ntilikina,1610612752,New York Knicks,4,5,18,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-57,141,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,563,202683,Enes Kanter,1610612752,New York Knicks,4,4,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,26,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,567,1628995,Kevin Knox II,1610612752,New York Knicks,4,4,22,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,221,34,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,574,203501,Tim Hardaway Jr.,1610612752,New York Knicks,4,3,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-153,206,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,580,203501,Tim Hardaway Jr.,1610612752,New York Knicks,4,3,18,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-44,152,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,582,1628995,Kevin Knox II,1610612752,New York Knicks,4,3,16,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,585,203501,Tim Hardaway Jr.,1610612752,New York Knicks,4,3,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-136,238,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,587,203504,Trey Burke,1610612752,New York Knicks,4,2,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,93,244,1,0,20181019,BKN,NYK
Shot Chart Detail,21800018,589,202683,Enes Kanter,1610612752,New York Knicks,4,2,43,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,4,53,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,598,203501,Tim Hardaway Jr.,1610612752,New York Knicks,4,1,33,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,162,126,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,612,202683,Enes Kanter,1610612752,New York Knicks,4,0,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,10,1,1,20181019,BKN,NYK
Shot Chart Detail,21800018,633,203501,Tim Hardaway Jr.,1610612752,New York Knicks,4,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-126,275,1,0,20181019,BKN,NYK
Shot Chart Detail,21800028,9,202683,Enes Kanter,1610612752,New York Knicks,1,11,17,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-4,30,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,25,202498,Lance Thomas,1610612752,New York Knicks,1,10,23,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-222,-13,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,40,202683,Enes Kanter,1610612752,New York Knicks,1,9,27,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,10,1,1,20181020,NYK,BOS
Shot Chart Detail,21800028,46,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,9,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-46,147,1,1,20181020,NYK,BOS
Shot Chart Detail,21800028,51,203504,Trey Burke,1610612752,New York Knicks,1,8,36,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-65,173,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,57,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,8,1,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,46,17,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,61,203504,Trey Burke,1610612752,New York Knicks,1,7,48,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,5,1,1,20181020,NYK,BOS
Shot Chart Detail,21800028,68,202683,Enes Kanter,1610612752,New York Knicks,1,7,11,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-36,48,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,72,202498,Lance Thomas,1610612752,New York Knicks,1,6,47,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,10,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,75,202683,Enes Kanter,1610612752,New York Knicks,1,6,44,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,79,203504,Trey Burke,1610612752,New York Knicks,1,6,24,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-54,27,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,81,202498,Lance Thomas,1610612752,New York Knicks,1,6,20,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,8,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,86,1628373,Frank Ntilikina,1610612752,New York Knicks,1,5,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-98,237,1,1,20181020,NYK,BOS
Shot Chart Detail,21800028,100,1628373,Frank Ntilikina,1610612752,New York Knicks,1,5,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-103,231,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,107,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,4,43,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,14,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,113,1628995,Kevin Knox II,1610612752,New York Knicks,1,4,17,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,63,194,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,140,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,2,58,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-15,42,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,151,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,2,27,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,136,220,1,1,20181020,NYK,BOS
Shot Chart Detail,21800028,154,203501,Tim Hardaway Jr.,1610612752,New York Knicks,1,1,56,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,23,24,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,172,1626209,Mario Hezonja,1610612752,New York Knicks,1,1,10,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,121,239,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,176,1628422,Damyean Dotson,1610612752,New York Knicks,1,0,41,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,141,214,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,180,1629019,Allonzo Trier,1610612752,New York Knicks,1,0,33,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,144,-15,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,192,1626209,Mario Hezonja,1610612752,New York Knicks,2,11,35,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,229,99,1,0,20181020,NYK,BOS
Shot Chart Detail,21800028,196,1629019,Allonzo Trier,1610612752,New York Knicks,2,11,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,9,1,1,20181020,NYK,BOS
Shot Chart Detail,21800028,202,1628422,Damyean Dotson,1610612752,New York Knicks,2,10,42,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-95,166,1,1,20181020,NYK,BOS
Shot Chart Detail,21800028,205,1629019,Allonzo Trier,1610612752,New York Knicks,2,10,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,5,255,1,1,20181020,NYK,BOS
Shot Chart Detail,21800028,214,1629019,Allonzo Trier,1610612752,New York Knicks,2,9,35,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-81,142,1,0,20181020,NYK,BOS
